"METRO_ID","Metropolitan areas","VAR","Variables","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JP023","Kanazawa","POP_DENS","Population density (persons per km2)","2012","2012","RATIO","Ratio","0","Units",,,582.72,,
"JP023","Kanazawa","POP_DENS","Population density (persons per km2)","2013","2013","RATIO","Ratio","0","Units",,,584.24,,
"JP023","Kanazawa","POP_DENS","Population density (persons per km2)","2014","2014","RATIO","Ratio","0","Units",,,585.79,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2000","2000","PER","Persons","0","Units",,,769696,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2001","2001","PER","Persons","0","Units",,,773628,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2002","2002","PER","Persons","0","Units",,,777591,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2003","2003","PER","Persons","0","Units",,,781586,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2004","2004","PER","Persons","0","Units",,,785609,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2005","2005","PER","Persons","0","Units",,,789664,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2006","2006","PER","Persons","0","Units",,,791697,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2007","2007","PER","Persons","0","Units",,,793749,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2008","2008","PER","Persons","0","Units",,,795825,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2009","2009","PER","Persons","0","Units",,,797922,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2010","2010","PER","Persons","0","Units",,,800040,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2011","2011","PER","Persons","0","Units",,,803193,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2012","2012","PER","Persons","0","Units",,,806368,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2013","2013","PER","Persons","0","Units",,,809564,,
"JP024","Utsunomiya","POP","Total population of the metropolitan area (persons)","2014","2014","PER","Persons","0","Units",,,812783,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2000","2000","PC","Percentage","0","Units",,,0.61,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2001","2001","PC","Percentage","0","Units",,,0.61,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2002","2002","PC","Percentage","0","Units",,,0.61,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2003","2003","PC","Percentage","0","Units",,,0.61,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2004","2004","PC","Percentage","0","Units",,,0.62,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2005","2005","PC","Percentage","0","Units",,,0.62,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2006","2006","PC","Percentage","0","Units",,,0.62,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2007","2007","PC","Percentage","0","Units",,,0.62,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2008","2008","PC","Percentage","0","Units",,,0.62,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2009","2009","PC","Percentage","0","Units",,,0.63,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2010","2010","PC","Percentage","0","Units",,,0.62,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2011","2011","PC","Percentage","0","Units",,,0.63,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2012","2012","PC","Percentage","0","Units",,,0.63,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2013","2013","PC","Percentage","0","Units",,,0.64,,
"JP024","Utsunomiya","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2014","2014","PC","Percentage","0","Units",,,0.64,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2000","2000","RATIO","Ratio","0","Units",,,777.72,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2001","2001","RATIO","Ratio","0","Units",,,781.7,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2002","2002","RATIO","Ratio","0","Units",,,785.7,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2003","2003","RATIO","Ratio","0","Units",,,789.74,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2004","2004","RATIO","Ratio","0","Units",,,793.8,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2005","2005","RATIO","Ratio","0","Units",,,797.9,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2006","2006","RATIO","Ratio","0","Units",,,799.95,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2007","2007","RATIO","Ratio","0","Units",,,802.03,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2008","2008","RATIO","Ratio","0","Units",,,804.12,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2009","2009","RATIO","Ratio","0","Units",,,806.24,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2010","2010","RATIO","Ratio","0","Units",,,808.38,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2011","2011","RATIO","Ratio","0","Units",,,811.57,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2012","2012","RATIO","Ratio","0","Units",,,814.78,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2013","2013","RATIO","Ratio","0","Units",,,818.01,,
"JP024","Utsunomiya","POP_DENS","Population density (persons per km2)","2014","2014","RATIO","Ratio","0","Units",,,821.26,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2000","2000","PER","Persons","0","Units",,,978985,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2001","2001","PER","Persons","0","Units",,,979854,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2002","2002","PER","Persons","0","Units",,,980747,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2003","2003","PER","Persons","0","Units",,,981665,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2004","2004","PER","Persons","0","Units",,,982613,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2005","2005","PER","Persons","0","Units",,,983581,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2006","2006","PER","Persons","0","Units",,,983687,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2007","2007","PER","Persons","0","Units",,,983821,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2008","2008","PER","Persons","0","Units",,,983987,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2009","2009","PER","Persons","0","Units",,,984187,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2010","2010","PER","Persons","0","Units",,,984416,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2011","2011","PER","Persons","0","Units",,,985101,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2012","2012","PER","Persons","0","Units",,,985814,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2013","2013","PER","Persons","0","Units",,,986551,,
"JP025","Maebashi","POP","Total population of the metropolitan area (persons)","2014","2014","PER","Persons","0","Units",,,987316,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2000","2000","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2001","2001","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2002","2002","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2003","2003","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2004","2004","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2005","2005","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2006","2006","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2007","2007","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2008","2008","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2009","2009","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2010","2010","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2011","2011","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2012","2012","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2013","2013","PC","Percentage","0","Units",,,0.77,,
"JP025","Maebashi","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2014","2014","PC","Percentage","0","Units",,,0.78,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2000","2000","RATIO","Ratio","0","Units",,,823.82,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2001","2001","RATIO","Ratio","0","Units",,,824.55,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2002","2002","RATIO","Ratio","0","Units",,,825.3,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2003","2003","RATIO","Ratio","0","Units",,,826.07,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2004","2004","RATIO","Ratio","0","Units",,,826.87,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2005","2005","RATIO","Ratio","0","Units",,,827.69,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2006","2006","RATIO","Ratio","0","Units",,,827.78,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2007","2007","RATIO","Ratio","0","Units",,,827.89,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2008","2008","RATIO","Ratio","0","Units",,,828.03,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2009","2009","RATIO","Ratio","0","Units",,,828.2,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2010","2010","RATIO","Ratio","0","Units",,,828.39,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2011","2011","RATIO","Ratio","0","Units",,,828.97,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2012","2012","RATIO","Ratio","0","Units",,,829.57,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2013","2013","RATIO","Ratio","0","Units",,,830.19,,
"JP025","Maebashi","POP_DENS","Population density (persons per km2)","2014","2014","RATIO","Ratio","0","Units",,,830.83,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2000","2000","PER","Persons","0","Units",,,582121,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2001","2001","PER","Persons","0","Units",,,582427,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2002","2002","PER","Persons","0","Units",,,582737,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2003","2003","PER","Persons","0","Units",,,583048,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2004","2004","PER","Persons","0","Units",,,583362,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2005","2005","PER","Persons","0","Units",,,583679,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2006","2006","PER","Persons","0","Units",,,584961,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2007","2007","PER","Persons","0","Units",,,586260,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2008","2008","PER","Persons","0","Units",,,587575,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2009","2009","PER","Persons","0","Units",,,588901,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2010","2010","PER","Persons","0","Units",,,590245,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2011","2011","PER","Persons","0","Units",,,591095,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2012","2012","PER","Persons","0","Units",,,591951,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2013","2013","PER","Persons","0","Units",,,592813,,
"JP026","Mito","POP","Total population of the metropolitan area (persons)","2014","2014","PER","Persons","0","Units",,,593682,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2000","2000","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2001","2001","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2002","2002","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2003","2003","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2004","2004","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2005","2005","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2006","2006","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2007","2007","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2008","2008","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2009","2009","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2010","2010","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2011","2011","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2012","2012","PC","Percentage","0","Units",,,0.46,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2013","2013","PC","Percentage","0","Units",,,0.47,,
"JP026","Mito","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2014","2014","PC","Percentage","0","Units",,,0.47,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2000","2000","RATIO","Ratio","0","Units",,,903.7,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2001","2001","RATIO","Ratio","0","Units",,,904.18,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2002","2002","RATIO","Ratio","0","Units",,,904.66,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2003","2003","RATIO","Ratio","0","Units",,,905.14,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2004","2004","RATIO","Ratio","0","Units",,,905.63,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2005","2005","RATIO","Ratio","0","Units",,,906.12,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2006","2006","RATIO","Ratio","0","Units",,,908.11,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2007","2007","RATIO","Ratio","0","Units",,,910.13,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2008","2008","RATIO","Ratio","0","Units",,,912.17,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2009","2009","RATIO","Ratio","0","Units",,,914.23,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2010","2010","RATIO","Ratio","0","Units",,,916.32,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2011","2011","RATIO","Ratio","0","Units",,,917.64,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2012","2012","RATIO","Ratio","0","Units",,,918.96,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2013","2013","RATIO","Ratio","0","Units",,,920.3,,
"JP026","Mito","POP_DENS","Population density (persons per km2)","2014","2014","RATIO","Ratio","0","Units",,,921.65,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2000","2000","PER","Persons","0","Units",,,32794903,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2001","2001","PER","Persons","0","Units",,,32984640,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2002","2002","PER","Persons","0","Units",,,33177541,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2003","2003","PER","Persons","0","Units",,,33373653,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2004","2004","PER","Persons","0","Units",,,33573037,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2005","2005","PER","Persons","0","Units",,,33775770,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2006","2006","PER","Persons","0","Units",,,34008234,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2007","2007","PER","Persons","0","Units",,,34243874,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2008","2008","PER","Persons","0","Units",,,34482742,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2009","2009","PER","Persons","0","Units",,,34724910,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2010","2010","PER","Persons","0","Units",,,34970411,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2011","2011","PER","Persons","0","Units",,,35204263,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2012","2012","PER","Persons","0","Units",,,35441287,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2013","2013","PER","Persons","0","Units",,,35681545,,
"JP030","Tokyo","POP","Total population of the metropolitan area (persons)","2014","2014","PER","Persons","0","Units",,,35925101,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2000","2000","PC","Percentage","0","Units",,,25.84,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2001","2001","PC","Percentage","0","Units",,,25.91,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2002","2002","PC","Percentage","0","Units",,,26.04,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2003","2003","PC","Percentage","0","Units",,,26.15,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2004","2004","PC","Percentage","0","Units",,,26.29,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2005","2005","PC","Percentage","0","Units",,,26.44,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2006","2006","PC","Percentage","0","Units",,,26.62,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2007","2007","PC","Percentage","0","Units",,,26.8,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2008","2008","PC","Percentage","0","Units",,,27.01,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2009","2009","PC","Percentage","0","Units",,,27.23,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2010","2010","PC","Percentage","0","Units",,,27.31,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2011","2011","PC","Percentage","0","Units",,,27.55,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2012","2012","PC","Percentage","0","Units",,,27.79,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2013","2013","PC","Percentage","0","Units",,,28.03,,
"JP030","Tokyo","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2014","2014","PC","Percentage","0","Units",,,28.27,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2000","2000","RATIO","Ratio","0","Units",,,3816.86,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2001","2001","RATIO","Ratio","0","Units",,,3838.94,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2002","2002","RATIO","Ratio","0","Units",,,3861.39,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2003","2003","RATIO","Ratio","0","Units",,,3884.22,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2004","2004","RATIO","Ratio","0","Units",,,3907.42,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2005","2005","RATIO","Ratio","0","Units",,,3931.02,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2006","2006","RATIO","Ratio","0","Units",,,3958.07,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2007","2007","RATIO","Ratio","0","Units",,,3985.5,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2008","2008","RATIO","Ratio","0","Units",,,4013.3,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2009","2009","RATIO","Ratio","0","Units",,,4041.48,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2010","2010","RATIO","Ratio","0","Units",,,4070.06,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2011","2011","RATIO","Ratio","0","Units",,,4097.27,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2012","2012","RATIO","Ratio","0","Units",,,4124.86,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2013","2013","RATIO","Ratio","0","Units",,,4152.82,,
"JP030","Tokyo","POP_DENS","Population density (persons per km2)","2014","2014","RATIO","Ratio","0","Units",,,4181.17,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2000","2000","PER","Persons","0","Units",,,512234,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2001","2001","PER","Persons","0","Units",,,513205,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2002","2002","PER","Persons","0","Units",,,514188,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2003","2003","PER","Persons","0","Units",,,515181,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2004","2004","PER","Persons","0","Units",,,516189,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2005","2005","PER","Persons","0","Units",,,517210,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2006","2006","PER","Persons","0","Units",,,516511,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2007","2007","PER","Persons","0","Units",,,515819,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2008","2008","PER","Persons","0","Units",,,515136,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2009","2009","PER","Persons","0","Units",,,514463,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2010","2010","PER","Persons","0","Units",,,513797,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2011","2011","PER","Persons","0","Units",,,513985,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2012","2012","PER","Persons","0","Units",,,514179,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2013","2013","PER","Persons","0","Units",,,514381,,
"JP031","Kofu","POP","Total population of the metropolitan area (persons)","2014","2014","PER","Persons","0","Units",,,514589,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2000","2000","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2001","2001","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2002","2002","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2003","2003","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2004","2004","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2005","2005","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2006","2006","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2007","2007","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2008","2008","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2009","2009","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2010","2010","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2011","2011","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2012","2012","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2013","2013","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_SHARE","Population of the metropolitan area as a share of national value (%)","2014","2014","PC","Percentage","0","Units",,,0.4,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2000","2000","RATIO","Ratio","0","Units",,,647.7,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2001","2001","RATIO","Ratio","0","Units",,,648.93,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2002","2002","RATIO","Ratio","0","Units",,,650.17,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2003","2003","RATIO","Ratio","0","Units",,,651.43,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2004","2004","RATIO","Ratio","0","Units",,,652.7,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2005","2005","RATIO","Ratio","0","Units",,,653.99,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2006","2006","RATIO","Ratio","0","Units",,,653.11,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2007","2007","RATIO","Ratio","0","Units",,,652.23,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2008","2008","RATIO","Ratio","0","Units",,,651.37,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2009","2009","RATIO","Ratio","0","Units",,,650.52,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2010","2010","RATIO","Ratio","0","Units",,,649.68,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2011","2011","RATIO","Ratio","0","Units",,,649.91,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2012","2012","RATIO","Ratio","0","Units",,,650.16,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2013","2013","RATIO","Ratio","0","Units",,,650.42,,
"JP031","Kofu","POP_DENS","Population density (persons per km2)","2014","2014","RATIO","Ratio","0","Units",,,650.68,,
"JP034","Nagoya","POP","Total population of the metropolitan area (persons)","2000","2000","PER","Persons","0","Units",,,6185219,,
"JP034","Nagoya","POP","Total population of the metropolitan area (persons)","2001","2001","PER","Persons","0","Units",,,6208698,,
"JP034","Nagoya","POP","Total population of the metropolitan area (persons)","2002","2002","PER","Persons","0","Units",,,6232423,,
"JP034","Nagoya","POP","Total population of the metropolitan area (persons)","2003","2003","PER","Persons","0","Units",,,6256404,,
"JP034","Nagoya","POP","Total population of the metropolitan area (persons)","2004","2004","PER","Persons","0","Units",,,6280632,,
